appearance_id,game_id,player_id,yellow_cards,red_cards,goals,assists,minutes_played,game_event_id,minute,description,player_in_id,player_assist_id,season,round,date,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_formation,away_club_formation,home_club_name,away_club_name,aggregate,competition_type,game_lineups_id,number,team_captain,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name
3219237_469860,3219237,469860,0,0,0,0,13,,,,,,2019,24. Matchday,2020-01-21 00:00:00,2,1,16,19,Dean Smith,Nigel Pearson,Villa Park,40867,Martin Atkinson,,,Aston Villa Football Club,Watford FC,02:01:00,domestic_league,,,,Indiana Vassilev,2019,405,indiana-vassilev,United States,2001-02-16 00:00:00,Attacking Midfield,left,175,1000000,1000000,2024-12-31 00:00:00,GROW
3296153_361104,3296153,361104,0,0,0,1,90,,,,,,2019,Round of 16,2020-01-22 00:00:00,7,0,,,Erik ten Hag,Eric Meijers,Johan Cruijff ArenA,52017,Richard Martens,,,AFC Ajax Amsterdam,,07:00:00,domestic_cup,,,,Sergino Dest,2023,383,sergino-dest,Netherlands,2000-11-03 00:00:00,Right-Back,right,171,10000000,30000000,2024-06-30 00:00:00,Joes Blakborn
3203596_504215,3203596,504215,0,0,0,0,1,,,,,,2019,19. Matchday,2020-01-24 00:00:00,5,1,4,14,Lucien Favre,Markus Gisdol,SIGNAL IDUNA PARK,81365,Harm Osmers,,,Borussia Dortmund,1. FC Koin,05:01:00,domestic_league,,,,Giovanni Reyna,2023,16,giovanni-reyna,England,2002-11-13 00:00:00,Attacking Midfield,right,185,25000000,42000000,2025-06-30 00:00:00,Wasserman
3203595_332697,3203595,332697,0,0,0,0,10,,,,,,2019,19. Matchday,2020-01-25 00:00:00,5,0,2,6,Hansi Flick,David Wagner,Allianz Arena,75000,Manuel Graofe,,,FC Bayern Munich,FC Schalke 04,05:00:00,domestic_league,,,,Weston McKennie,2023,506,weston-mckennie,United States,1998-08-28 00:00:00,Central Midfield,right,185,20000000,25000000,2025-06-30 00:00:00,Wasserman
3203598_31041,3203598,31041,0,0,0,0,87,13794abdb23a02396a39b9815d9974f5,87,,7161,,2019,19. Matchday,2020-01-25 00:00:00,3,1,3,15,Marco Rose,Achim Beierlorzer,Stadion im Borussia-Park,49175,Felix Zwayer,,,Borussia Verein für Leibesübung 1900 e.V.,1. FSV Mainz 05,03:01:00,domestic_league,,,,Fabian Johnson,2019,18,fabian-johnson,Germany,1987-12-11 00:00:00,Left Winger,right,183,,7000000,,Robert Schneider
3203600_332705,3203600,332705,0,0,0,0,71,c2d0b8f6bb5212ccdca958d0673a3881,71,,406040,,2019,19. Matchday,2020-01-25 00:00:00,2,0,9,1,Adi Hutter,Julian Nagelsmann,Commerzbank Arena,50300,Daniel Siebert,,,Eintracht Frankfurt Fuayball AG,RasenBallsport Leipzig,02:00:00,domestic_league,,,,Tyler Adams,2023,989,tyler-adams,United States,1999-02-14 00:00:00,Defensive Midfield,right,175,20000000,20000000,2028-06-30 00:00:00,YMU Management Ltd.
3203600_49723,3203600,49723,0,0,0,0,89,a3428e733d0e9d748244885f2779038d,89,,85906,,2019,19. Matchday,2020-01-25 00:00:00,2,0,9,1,Adi Hutter,Julian Nagelsmann,Commerzbank Arena,50300,Daniel Siebert,,,Eintracht Frankfurt Fuayball AG,RasenBallsport Leipzig,02:00:00,domestic_league,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
3302909_367423,3302909,367423,0,0,0,0,77,9a5c1ebb7d1eb775e4e9371b1ef77d20,77,,232848,,2019,23. Matchday,2020-01-25 00:00:00,1,3,11,10,Rudi Vata,Milos Kostic,Le Canonnier,1392,Bert Put,,,Royal Excel Mouscron (-2022),Koninklijke Sint-Truidense Voetbalvereniging,01:03:00,domestic_league,,,,Chris Durkin,2021,475,chris-durkin,United States,2000-02-08 00:00:00,Defensive Midfield,right,182,1200000,1200000,2024-12-31 00:00:00,Mega Sports
3306908_255916,3306908,255916,0,0,0,0,90,,,,,,2019,Fourth Round,2020-01-25 00:00:00,0,0,,,Steve Bruce,Karl Robinson,St James' Park,52221,Robert Jones,,,Newcastle United Football Club,,00:00:00,domestic_cup,,,,DeAndre Yedlin,2021,141,deandre-yedlin,United States,1993-07-09 00:00:00,Right-Back,right,173,2000000,8000000,2025-12-31 00:00:00,Mega Sports
3201748_354613,3201748,354613,0,0,0,0,45,,,,,,2019,23. Matchday,2020-01-26 00:00:00,2,1,12,2,Daniel Stendel,Steven Gerrard,Tynecastle Park,18539,Steven McLean,,,Heart of Midlothian Football Club,Rangers Football Club,02:01:00,domestic_league,,,,Matt Polster,2019,124,matt-polster,United States,1993-06-08 00:00:00,Defensive Midfield,right,183,1000000,1000000,,Octagon
3203597_58500,3203597,58500,0,0,0,0,90,,,,,,2019,19. Matchday,2020-01-26 00:00:00,3,0,5,18,Peter Bosz,Friedhelm Funkel,BayArena,26250,Daniel Schlager,,,Bayer 04 Leverkusen,Fortuna Dusseldorf,03:00:00,domestic_league,,,,Alfredo Morales,2019,38,alfredo-morales,Germany,1990-05-12 00:00:00,Central Midfield,right,183,800000,3500000,2023-12-31 00:00:00,Wasserman
3203601_393325,3203601,393325,0,0,0,0,68,93603f4b86b3991ee3bde1f7aef53797,68,,108650,,2019,19. Matchday,2020-01-26 00:00:00,0,3,16,7,Florian Kohfeldt,Alfred Schreuder,Wohninvest-Weserstadion,40000,Martin Petersen,,,Sportverein Werder Bremen von 1899,tsg 1899 hoffenheim football spielbetriebs Gmbh,00:03:00,domestic_league,,,,Josh Sargent,2021,1123,josh-sargent,United States,2000-02-20 00:00:00,Centre-Forward,right,185,12000000,12000000,2025-06-30 00:00:00,Wasserman
3216206_361104,3216206,361104,0,0,0,0,90,,,,,,2019,20. Matchday,2020-01-26 00:00:00,2,1,8,1,Danny Buijs,Erik ten Hag,Euroborg,22550,Jeroen Manschot,,,FC Groningen,AFC Ajax Amsterdam,02:01:00,domestic_league,,,,Sergino Dest,2023,383,sergino-dest,Netherlands,2000-11-03 00:00:00,Right-Back,right,171,10000000,30000000,2024-06-30 00:00:00,Joes Blakborn
3201714_354613,3201714,354613,1,0,0,0,90,,,,,,2019,17. Matchday,2020-01-29 00:00:00,2,0,2,8,Steven Gerrard,Stuart Kettlewell,Ibrox Stadium,47583,Don Robertson,,,Rangers Football Club,Ross County Football Club,02:00:00,domestic_league,,,,Matt Polster,2019,124,matt-polster,United States,1993-06-08 00:00:00,Defensive Midfield,right,183,1000000,1000000,,Octagon
3203608_332697,3203608,332697,0,0,0,0,90,c05ea8c252f3b3a636653be857f319f5,90,,605184,,2019,20. Matchday,2020-01-31 00:00:00,0,0,13,6,Jurgen Klinsmann,David Wagner,Olympiastadion Berlin,47863,Sascha Stegemann,,,Hertha BSC,FC Schalke 04,00:00:00,domestic_league,,,,Weston McKennie,2023,506,weston-mckennie,United States,1998-08-28 00:00:00,Central Midfield,right,185,20000000,25000000,2025-06-30 00:00:00,Wasserman
3201756_354613,3201756,354613,0,0,0,0,83,d6c303c9511e3f865752aa17ec7fc770,83,,284020,,2019,24. Matchday,2020-02-01 00:00:00,0,0,2,4,Steven Gerrard,Derek McInnes,Ibrox Stadium,50012,Andrew Dallas,,,Rangers Football Club,Aberdeen Football Club,00:00:00,domestic_league,,,,Matt Polster,2019,124,matt-polster,United States,1993-06-08 00:00:00,Defensive Midfield,right,183,1000000,1000000,,Octagon
3203604_504215,3203604,504215,0,0,0,0,13,,,,,,2019,20. Matchday,2020-02-01 00:00:00,5,0,3,12,Lucien Favre,Urs Fischer,SIGNAL IDUNA PARK,81365,Benjamin Cortus,,,Borussia Dortmund,1. FC Union Berlin,05:00:00,domestic_league,,,,Giovanni Reyna,2023,16,giovanni-reyna,England,2002-11-13 00:00:00,Attacking Midfield,right,185,25000000,42000000,2025-06-30 00:00:00,Wasserman
3203605_31041,3203605,31041,0,0,0,0,1,,,,,,2019,20. Matchday,2020-02-01 00:00:00,2,2,2,4,Julian Nagelsmann,Marco Rose,Red Bull Arena,42146,Tobias Stieler,,,RasenBallsport Leipzig,Borussia Verein fur Leibesubung 1900 e.V.,02:02:00,domestic_league,,,,Fabian Johnson,2019,18,fabian-johnson,Germany,1987-12-11 00:00:00,Left Winger,right,183,,7000000,,Robert Schneider
3203605_332705,3203605,332705,0,0,0,0,69,33d2dea2ff05e37fc4b3df619e42708f,69,,293385,,2019,20. Matchday,2020-02-01 00:00:00,2,2,2,4,Julian Nagelsmann,Marco Rose,Red Bull Arena,42146,Tobias Stieler,,,RasenBallsport Leipzig,Borussia Verein fur Leibesubung 1900 e.V.,02:02:00,domestic_league,,,,Tyler Adams,2023,989,tyler-adams,United States,1999-02-14 00:00:00,Defensive Midfield,right,175,20000000,20000000,2028-06-30 00:00:00,YMU Management Ltd.
3203607_49723,3203607,49723,0,0,1,0,90,6f11f9eebd92dbbece5a1aa137479387,90,", Header, 2. Goal of the Season",,,2019,20. Matchday,2020-02-01 00:00:00,1,1,17,11,Uwe Seeler,Adi HUtter,MERKUR SPIEL-ARENA,45018,Frank Willenborg,,,Fortuna Dusseldorf,eintracht frankfurt Football ag,01:01:00,domestic_league,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
3203607_58500,3203607,58500,0,0,0,0,90,,,,,,2019,20. Matchday,2020-02-01 00:00:00,1,1,17,11,Uwe Seeler,Adi HUtter,MERKUR SPIEL-ARENA,45018,Frank Willenborg,,,Fortuna Dusseldorf,eintracht frankfurt Football ag,01:01:00,domestic_league,,,,Alfredo Morales,2019,38,alfredo-morales,Germany,1990-05-12 00:00:00,Central Midfield,right,183,800000,3500000,2023-12-31 00:00:00,Wasserman
3203610_393325,3203610,393325,0,0,0,0,3,,,,,,2019,20. Matchday,2020-02-01 00:00:00,2,1,10,16,Martin Schmidt,Florian Kohfeldt,WWK ARENA,29432,Marco Fritz,,,FC Augsburg 1907,Sportverein Werder Bremen von 1899,02:01:00,domestic_league,,,,Josh Sargent,2021,1123,josh-sargent,United States,2000-02-20 00:00:00,Centre-Forward,right,185,12000000,12000000,2025-06-30 00:00:00,Wasserman
3219232_255916,3219232,255916,1,0,0,0,54,392ae23b5fc8f509701ca5b50fc61c8d,54,,186368,,2019,25. Matchday,2020-02-01 00:00:00,0,0,12,20,Steve Bruce,Daniel Farke,St James' Park,52204,Martin Atkinson,,,Newcastle United Football Club,Norwich City,00:00:00,domestic_league,,,,DeAndre Yedlin,2021,141,deandre-yedlin,United States,1993-07-09 00:00:00,Right-Back,right,173,2000000,8000000,2025-12-31 00:00:00,Mega Sports
3302918_367423,3302918,367423,0,0,0,0,61,26ae7ce5755cf210058ab69901980653,61,,232848,,2019,24. Matchday,2020-02-01 00:00:00,1,0,14,10,Dennis van Wijk,Milos Kostic,Diaz Arena,4423,Wim Smet,,,KV Oostende,Koninklijke Sint-Truidense Voetbalvereniging,01:00:00,domestic_league,,,,Chris Durkin,2021,475,chris-durkin,United States,2000-02-08 00:00:00,Defensive Midfield,right,182,1200000,1200000,2024-12-31 00:00:00,Mega Sports
3216217_361104,3216217,361104,0,0,0,0,90,,,,,,2019,21. Matchday,2020-02-02 00:00:00,1,0,1,5,Erik ten Hag,Ernest Faber,Johan Cruijff ArenA,53055,Bjorn Kuipers,,,AFC Ajax Amsterdam,Eindhovense Voetbalvereniging Philips Sport Vereniging,01:00:00,domestic_league,,,,Sergino Dest,2023,383,sergino-dest,Netherlands,2000-11-03 00:00:00,Right-Back,right,171,10000000,30000000,2024-06-30 00:00:00,Joes Blakborn
3279210_49723,3279210,49723,0,0,0,0,9,,,,,,2019,Round of 16,2020-02-04 00:00:00,3,1,,,Adi Hutter,Julian Nagelsmann,Commerzbank Arena,47400,Dr. Felix Brych,,,Eintracht Frankfurt Fuayball AG,RasenBallsport Leipzig,03:01:00,domestic_cup,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
3279211_58500,3279211,58500,1,0,0,1,90,,,,,,2019,Round of 16,2020-02-04 00:00:00,2,5,,,Boris Schommers,Uwe Seeler,Fritz-Walter-Stadion,35340,Markus Schmidt,,,,Fortuna Dusseldorf,02:05:00,domestic_cup,,,,Alfredo Morales,2019,38,alfredo-morales,Germany,1990-05-12 00:00:00,Central Midfield,right,183,800000,3500000,2023-12-31 00:00:00,Wasserman
3279212_332697,3279212,332697,0,0,0,0,60,,,,,,2019,Round of 16,2020-02-04 00:00:00,3,2,,,David Wagner,Jurgen Klinsmann,Veltins-Arena,53525,Harm Osmers,,,FC Schalke 04,Hertha BSC,03:02:00,domestic_cup,,,,Weston McKennie,2023,506,weston-mckennie,United States,1998-08-28 00:00:00,Central Midfield,right,185,20000000,25000000,2025-06-30 00:00:00,Wasserman
3279213_393325,3279213,393325,0,0,0,0,40,,,,,,2019,Round of 16,2020-02-04 00:00:00,3,2,,,Florian Kohfeldt,Lucien Favre,Wohninvest-Weserstadion,42100,Guido Winkmann,,,Sportverein Werder Bremen von 1899,Borussia Dortmund,03:02:00,domestic_cup,,,,Josh Sargent,2021,1123,josh-sargent,United States,2000-02-20 00:00:00,Centre-Forward,right,185,12000000,12000000,2025-06-30 00:00:00,Wasserman
3279213_504215,3279213,504215,1,0,1,0,24,3826966c95fd5d91602dca8c219ffd2f,78,", Right-footed shot, 1. Tournament Goal",,,2019,Round of 16,2020-02-04 00:00:00,3,2,,,Florian Kohfeldt,Lucien Favre,Wohninvest-Weserstadion,42100,Guido Winkmann,,,Sportverein Werder Bremen von 1899,Borussia Dortmund,03:02:00,domestic_cup,,,,Giovanni Reyna,2023,16,giovanni-reyna,England,2002-11-13 00:00:00,Attacking Midfield,right,185,25000000,42000000,2025-06-30 00:00:00,Wasserman
3314032_255916,3314032,255916,0,0,0,0,120,,,,,,2019,4th round deciders,2020-02-04 00:00:00,2,3,,,Karl Robinson,Steve Bruce,Kassam Stadium,11520,Peter Bankes,,,,Newcastle United Football Club,02:03:00,domestic_cup,,,,DeAndre Yedlin,2021,141,deandre-yedlin,United States,1993-07-09 00:00:00,Right-Back,right,173,2000000,8000000,2025-12-31 00:00:00,Mega Sports
3203617_49723,3203617,49723,0,0,2,0,90,6adcd1a5365e626af0281d8eda164d71,37,", Right-footed shot, 3. Goal of the Season",,,2019,21. Matchday,2020-02-07 00:00:00,5,0,9,12,Adi Hutter,Martin Schmidt,Commerzbank Arena,48800,Manuel Graofe,,,Eintracht Frankfurt Fuayball AG,FC Augsburg 1907,05:00:00,domestic_league,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
3203617_49723,3203617,49723,0,0,2,0,90,f5ce5d500a85f0185d367d8a29924dfc,48,", Header, 4. Goal of the Season",,,2019,21. Matchday,2020-02-07 00:00:00,5,0,9,12,Adi Hutter,Martin Schmidt,Commerzbank Arena,48800,Manuel Graofe,,,Eintracht Frankfurt Fuayball AG,FC Augsburg 1907,05:00:00,domestic_league,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
3203614_504215,3203614,504215,0,0,0,0,45,,,,,,2019,21. Matchday,2020-02-08 00:00:00,4,3,5,4,Peter Bosz,Lucien Favre,BayArena,30210,Markus Schmidt,,,Bayer 04 Leverkusen,Borussia Dortmund,04:03:00,domestic_league,,,,Giovanni Reyna,2023,16,giovanni-reyna,England,2002-11-13 00:00:00,Attacking Midfield,right,185,25000000,42000000,2025-06-30 00:00:00,Wasserman
3203616_58500,3203616,58500,0,0,0,0,90,,,,,,2019,21. Matchday,2020-02-08 00:00:00,1,1,10,16,Oliver Glasner,Uwe Seeler,Volkswagen Arena,23445,Tobias Stieler,,,verein fur leibesubungen,Fortuna Dusseldorf,01:01:00,domestic_league,,,,Alfredo Morales,2019,38,alfredo-morales,Germany,1990-05-12 00:00:00,Central Midfield,right,183,800000,3500000,2023-12-31 00:00:00,Wasserman
3203618_393325,3203618,393325,0,0,0,0,21,,,,,,2019,21. Matchday,2020-02-08 00:00:00,0,2,17,11,Florian Kohfeldt,Urs Fischer,Wohninvest-Weserstadion,42100,Daniel Schlager,,,Sportverein Werder Bremen von 1899,1. FC Union Berlin,00:02:00,domestic_league,,,,Josh Sargent,2021,1123,josh-sargent,United States,2000-02-20 00:00:00,Centre-Forward,right,185,12000000,12000000,2025-06-30 00:00:00,Wasserman
3203621_332697,3203621,332697,0,0,0,0,90,,,,,,2019,21. Matchday,2020-02-08 00:00:00,1,1,6,18,David Wagner,Steffen Baumgart,Veltins-Arena,61614,Dr. Felix Brych,,,FC Schalke 04,SC Paderborn 07,01:01:00,domestic_league,,,,Weston McKennie,2023,506,weston-mckennie,United States,1998-08-28 00:00:00,Central Midfield,right,185,20000000,25000000,2025-06-30 00:00:00,Wasserman
3302926_367423,3302926,367423,0,0,1,0,20,819e667449417af09c3e1140f238024a,90,", Right-footed shot, 1. Goal of the Season",,,2019,25. Matchday,2020-02-08 00:00:00,5,2,10,13,Milos Kostic,Bea San Jose,Stayen,4194,Christof Dierick,,,Koninklijke Sint-Truidense Voetbalvereniging,Allgemeine Sportvereinigung Eupen,05:02:00,domestic_league,,,,Chris Durkin,2021,475,chris-durkin,United States,2000-02-08 00:00:00,Defensive Midfield,right,182,1200000,1200000,2024-12-31 00:00:00,Mega Sports
3203613_332705,3203613,332705,0,0,0,0,90,,,,,,2019,21. Matchday,2020-02-09 00:00:00,0,0,1,2,Hansi Flick,Julian Nagelsmann,Allianz Arena,75000,Marco Fritz,,,FC Bayern Munich,RasenBallsport Leipzig,00:00:00,domestic_league,,,,Tyler Adams,2023,989,tyler-adams,United States,1999-02-14 00:00:00,Defensive Midfield,right,175,20000000,20000000,2028-06-30 00:00:00,YMU Management Ltd.
3310076_361104,3310076,361104,0,0,0,0,90,,,,,,2019,Quarter-Finals,2020-02-12 00:00:00,0,3,,,Edward Sturing,Erik ten Hag,GelreDome,18389,Bas Nijhuis,,,Stichting Betaald Voetbal Vitesse Arnhem,AFC Ajax Amsterdam,00:03:00,domestic_cup,,,,Sergino Dest,2023,383,sergino-dest,Netherlands,2000-11-03 00:00:00,Right-Back,right,171,10000000,30000000,2024-06-30 00:00:00,Joes Blakborn
3203622_49723,3203622,49723,1,0,0,0,90,,,,,,2019,22. Matchday,2020-02-14 00:00:00,4,0,4,10,Lucien Favre,Adi HUtter,SIGNAL IDUNA PARK,81365,Bastian Dankert,,,Borussia Dortmund,eintracht frankfurt Football ag,04:00:00,domestic_league,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
3203622_504215,3203622,504215,0,0,0,0,15,,,,,,2019,22. Matchday,2020-02-14 00:00:00,4,0,4,10,Lucien Favre,Adi HUtter,SIGNAL IDUNA PARK,81365,Bastian Dankert,,,Borussia Dortmund,eintracht frankfurt Football ag,04:00:00,domestic_league,,,,Giovanni Reyna,2023,16,giovanni-reyna,England,2002-11-13 00:00:00,Attacking Midfield,right,185,25000000,42000000,2025-06-30 00:00:00,Wasserman
3203623_393325,3203623,393325,0,0,0,0,25,,,,,,2019,22. Matchday,2020-02-15 00:00:00,3,0,2,17,Julian Nagelsmann,Florian Kohfeldt,Red Bull Arena,41308,Benjamin Cortus,,,RasenBallsport Leipzig,Sportverein Werder Bremen von 1899,03:00:00,domestic_league,,,,Josh Sargent,2021,1123,josh-sargent,United States,2000-02-20 00:00:00,Centre-Forward,right,185,12000000,12000000,2025-06-30 00:00:00,Wasserman
3203624_124732,3203624,124732,0,0,0,0,90,,,,,,2019,22. Matchday,2020-02-15 00:00:00,2,3,8,9,Alfred Schreuder,Oliver Glasner,PreZero Arena,22506,Soren Storks,,,TSG 1899 Hoffenheim Football-Spielbetriebs GmbH,Verein Fur leibesubungen Wolfsburg,02:03:00,domestic_league,,,,John Anthony Brooks,2023,533,john-anthony-brooks,Germany,1993-01-28 00:00:00,Centre-Back,left,194,2000000,15000000,2024-06-30 00:00:00,ROGON
3203625_58500,3203625,58500,0,0,0,0,90,,,,,,2019,22. Matchday,2020-02-15 00:00:00,1,4,16,3,Uwe Seeler,Marco Rose,MERKUR SPIEL-ARENA,51000,Daniel Siebert,,,Fortuna Dusseldorf,Borussia Verein fur Leibesubung 1900 e.V.,01:04:00,domestic_league,,,,Alfredo Morales,2019,38,alfredo-morales,Germany,1990-05-12 00:00:00,Central Midfield,right,183,800000,3500000,2023-12-31 00:00:00,Wasserman
3302934_367423,3302934,367423,0,0,0,0,82,c9e3ec151d96eae20ce8aff76cd6aba3,82,,511802,,2019,26. Matchday,2020-02-15 00:00:00,0,1,12,16,Milos Kostic,Bernd Storck,Stayen,4336,Bert Put,,,Koninklijke Sint-Truidense Voetbalvereniging,Cercle Brugge Koninklijke Sportvereniging,00:01:00,domestic_league,,,,Chris Durkin,2021,475,chris-durkin,United States,2000-02-08 00:00:00,Defensive Midfield,right,182,1200000,1200000,2024-12-31 00:00:00,Mega Sports
3199611_370846,3199611,370846,0,0,0,0,10,,,,,,2019,25. Matchday,2020-02-16 00:00:00,1,2,4,2,Christophe Galtier,andre villas boas,Decathlon Arena-Stade Pierre-Mauroy,48600,Frank Schneider,,, Lille Olympique Sporting Club,Olympique de Marseille,01:02:00,domestic_league,,,,Timothy Weah,2023,506,timothy-weah,United States,2000-02-22 00:00:00,Right Midfield,right,183,14000000,15000000,2028-06-30 00:00:00,BS Group - BS Law
3199613_355369,3199613,355369,0,0,0,0,56,5efe0c6a841ecabc4d210c45c0a41aef,56,,157501,,2019,25. Matchday,2020-02-16 00:00:00,1,0,8,3,David Guion,Julien Stephan,Stade Auguste-Delaune,13026,Florent Batta,,,Stade de Reims,Stade Rennais Football Club,01:00:00,domestic_league,,,,Jordan,2023,18,jordan,United States,1996-04-26 00:00:00,Centre-Forward,right,191,7000000,10000000,2024-06-30 00:00:00,Gestifute
3203626_332697,3203626,332697,0,0,0,0,90,,,,,,2019,22. Matchday,2020-02-16 00:00:00,0,0,15,6,Achim Beierlorzer,David Wagner,Mewa Arena,27482,Guido Winkmann,,,1. FSV Mainz 05,FC Schalke 04,00:00:00,domestic_league,,,,Weston McKennie,2023,506,weston-mckennie,United States,1998-08-28 00:00:00,Central Midfield,right,185,20000000,25000000,2025-06-30 00:00:00,Wasserman
3210415_381187,3210415,381187,0,0,0,0,90,,,,,,2019,21. Matchday,2020-02-16 00:00:00,3,1,10,12,Glen Riddersholm,Peter Rensen,Sydbank Park,4316,Jakob Alexander Sundberg,,,Sonderjyske Fc,Hobro IK,03:01:00,domestic_league,,,,Emmanuel Sabbi,2023,738,emmanuel-sabbi,Italy,1997-12-24 00:00:00,Right Winger,right,178,800000,1000000,2027-06-30 00:00:00,Avid Sports Group
3210415_544931,3210415,544931,1,0,0,0,90,,,,,,2019,21. Matchday,2020-02-16 00:00:00,3,1,10,12,Glen Riddersholm,Peter Rensen,Sydbank Park,4316,Jakob Alexander Sundberg,,,Sonderjyske Fc,Hobro IK,03:01:00,domestic_league,,,,Christian Cappis,2022,206,christian-cappis,United States,1999-08-13 00:00:00,Central Midfield,both,185,1000000,1500000,2025-06-30 00:00:00,in4 sports
3216234_361104,3216234,361104,0,0,0,0,90,,,,,,2019,23. Matchday,2020-02-16 00:00:00,3,0,1,18,Erik ten Hag,Fred Grim,Johan Cruijff ArenA,53291,Dennis Higler,,,AFC Ajax Amsterdam,Rooms Katholieke Combinatie Waalwijk,03:00:00,domestic_league,,,,Sergino Dest,2023,383,sergino-dest,Netherlands,2000-11-03 00:00:00,Right-Back,right,171,10000000,30000000,2024-06-30 00:00:00,Joes Blakborn
3291927_504215,3291927,504215,0,0,0,1,22,,,,,,2019,last 16 1st leg,2020-02-18 00:00:00,2,1,,,Lucien Favre,Thomas Tuchel,SIGNAL IDUNA PARK,66099,Mateu Lahoz,,,Borussia Dortmund,Paris Saint-Germain Football Club,02:01:00,international_cup,,,,Giovanni Reyna,2023,16,giovanni-reyna,England,2002-11-13 00:00:00,Attacking Midfield,right,185,25000000,42000000,2025-06-30 00:00:00,Wasserman
3291985_361104,3291985,361104,0,0,0,0,90,,,,,,2019,intermediate stage 1st leg,2020-02-20 00:00:00,2,0,,,Jose Bordalas,Erik ten Hag,Coliseum Alfonso Perez,14039,Ruddy Buquet,,,Getafe Club  CF -football team dubai,AFC Ajax Amsterdam,02:00:00,international_cup,,,,Sergino Dest,2023,383,sergino-dest,Netherlands,2000-11-03 00:00:00,Right-Back,right,171,10000000,30000000,2024-06-30 00:00:00,Joes Blakborn
3291996_124732,3291996,124732,0,0,0,0,90,,,,,,2019,intermediate stage 1st leg,2020-02-20 00:00:00,2,1,,,Oliver Glasner,Jon Dahl Tomasson,Volkswagen Arena,13801,Gediminas Mazeika,,,verein fur leibesubungen,,02:01:00,international_cup,,,,John Anthony Brooks,2023,533,john-anthony-brooks,Germany,1993-01-28 00:00:00,Centre-Back,left,194,2000000,15000000,2024-06-30 00:00:00,ROGON
3210426_381187,3210426,381187,0,0,0,0,90,,,,,,2019,22. Matchday,2020-02-21 00:00:00,0,2,12,1,Peter Rensen,Brian Priske,DS Arena,2071,Jakob Kehlet,,,Hobro IK,Fodbold Club Midtjylland,00:02:00,domestic_league,,,,Emmanuel Sabbi,2023,738,emmanuel-sabbi,Italy,1997-12-24 00:00:00,Right Winger,right,178,800000,1000000,2027-06-30 00:00:00,Avid Sports Group
3203636_393325,3203636,393325,0,0,0,0,7,,,,,,2019,23. Matchday,2020-02-22 00:00:00,0,2,17,4,Florian Kohfeldt,Lucien Favre,Wohninvest-Weserstadion,42100,Marco Fritz,,,Sportverein Werder Bremen von 1899,Borussia Dortmund,00:02:00,domestic_league,,,,Josh Sargent,2021,1123,josh-sargent,United States,2000-02-20 00:00:00,Centre-Forward,right,185,12000000,12000000,2025-06-30 00:00:00,Wasserman
3203636_504215,3203636,504215,0,0,0,0,13,,,,,,2019,23. Matchday,2020-02-22 00:00:00,0,2,17,4,Florian Kohfeldt,Lucien Favre,Wohninvest-Weserstadion,42100,Marco Fritz,,,Sportverein Werder Bremen von 1899,Borussia Dortmund,00:02:00,domestic_league,,,,Giovanni Reyna,2023,16,giovanni-reyna,England,2002-11-13 00:00:00,Attacking Midfield,right,185,25000000,42000000,2025-06-30 00:00:00,Wasserman
3203638_58500,3203638,58500,0,0,0,0,23,,,,,,2019,23. Matchday,2020-02-22 00:00:00,0,2,9,16,Christian Streich,Uwe Seeler,Dreisamstadion,24000,Frank Willenborg,,,Sport-Club Freiburg,Fortuna Dusseldorf,00:02:00,domestic_league,,,,Alfredo Morales,2019,38,alfredo-morales,Germany,1990-05-12 00:00:00,Central Midfield,right,183,800000,3500000,2023-12-31 00:00:00,Wasserman
3203639_332697,3203639,332697,0,0,0,0,54,e06ab743771fa08baa2ef3f4cb8859ee,54,,118397,,2019,23. Matchday,2020-02-22 00:00:00,0,5,6,2,David Wagner,Julian Nagelsmann,Veltins-Arena,61433,Sascha Stegemann,,,FC Schalke 04,RasenBallsport Leipzig,00:05:00,domestic_league,,,,Weston McKennie,2023,506,weston-mckennie,United States,1998-08-28 00:00:00,Central Midfield,right,185,20000000,25000000,2025-06-30 00:00:00,Wasserman
